name,price,description,prices,dimensions,mechanicalProperties,chemistryInformation,weight_lineal_foot,detail_url
"1"" Stainless Elbow 316 Buttweld Long Radius Schedule 10 - ","
                        $39.23
                        ea.
                      ","Stainless Elbow 316 Buttweld Long Radius Schedule 10 exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Radius', 'specification': 'Long Radius 45'}, {'name': 'Schedule', 'specification': 'Schedule 10'}, {'name': 'Nominal Pipe Size 1', 'specification': '1'}, {'name': 'Connection Type', 'specification': 'BUTTWELD'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-buttweld-long-radius-schedule-10/pid/8509
"1"" Stainless Elbow 316 Buttweld Long Radius Schedule 10 - ","
                        $33.11
                        ea.
                      ","Stainless Elbow 316 Buttweld Long Radius Schedule 10 exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Radius', 'specification': 'Long Radius 90'}, {'name': 'Schedule', 'specification': 'Schedule 10'}, {'name': 'Nominal Pipe Size 1', 'specification': '1'}, {'name': 'Connection Type', 'specification': 'BUTTWELD'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-buttweld-long-radius-schedule-10/pid/8549
"1"" Stainless Elbow 316 Buttweld Long Radius Schedule 40 - ","
                        $45.34
                        ea.
                      ","Stainless Elbow 316 Buttweld Long Radius Schedule 40 exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Radius', 'specification': 'Long Radius 45'}, {'name': 'Schedule', 'specification': 'Schedule 40'}, {'name': 'Nominal Pipe Size 1', 'specification': '1'}, {'name': 'Connection Type', 'specification': 'BUTTWELD'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-buttweld-long-radius-schedule-40/pid/8511
,,,[],[],[],[],,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-buttweld-long-radius-schedule-40/pid/8551
"1"" Stainless Elbow 316-150 Threaded Standard Radius - ","
                        $15.55
                        ea.
                      ","Stainless Elbow 316 150-Threaded Standard Radius exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Radius', 'specification': 'Standard Radius 90'}, {'name': 'Nominal Pipe Size 1', 'specification': '1'}, {'name': 'Connection Type', 'specification': 'THREADED'}, {'name': 'Class', 'specification': '150'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-150-threaded-standard-radius/pid/8593
"1"" Stainless Elbow 316-3000 Socket Weld Standard Radius - ","
                        $73.72
                        ea.
                      ","Stainless Elbow 316 3000-Socket Weld Standard Radius exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Radius', 'specification': 'Standard Radius 90'}, {'name': 'Nominal Pipe Size 1', 'specification': '1'}, {'name': 'Connection Type', 'specification': 'SOCKET WELD'}, {'name': 'Class', 'specification': '3000'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-3000-socket-weld-standard-radius/pid/8595
"1"" Stainless Elbow 316-3000 Threaded Standard Radius - ","
                        $130.22
                        ea.
                      ","Stainless Elbow 316 3000-Threaded Standard Radius exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Radius', 'specification': 'Standard Radius 90'}, {'name': 'Nominal Pipe Size 1', 'specification': '1'}, {'name': 'Connection Type', 'specification': 'THREADED'}, {'name': 'Class', 'specification': '3000'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-stainless-elbow-316-3000-threaded-standard-radius/pid/8597
"1.25"" 150# Stainless Elbow 304-150 Threaded - ","
                        $23.11
                        ea.
                      ","Stainless Elbow 304 150-Threaded offers a great mix of strength and corrosion resistance in most situations outside of marine environments. If your project is in a marine environment, choose 316 stainless. 304, the most popular stainless alloy in the world, maintains its properties in high temperature situations. It is typically used in aerospace, food and beverage industry, pressure containers, architectural designs and trim, cryogenic applications, and chemical processing equipment.",[],"[{'name': 'Nominal Pipe Size 1', 'specification': '1.25'}, {'name': 'Connection Type', 'specification': 'THREADED'}, {'name': 'Class', 'specification': '150'}, {'name': 'Alloy', 'specification': '304'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '195\xa0max'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '55'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '35'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '92\xa0max'}, {'property': 'Melting Point\xa0°F', 'value': '2550 - 2651'}, {'property': 'Shear Strength\xa0KSI', 'value': '56'}, {'property': 'Machinability\xa0%', 'value': '40'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '85'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08\xa0max'}, {'element': 'Cr', 'percentage': '20'}, {'element': 'Fe', 'percentage': '66.34 - 74'}, {'element': 'Ni', 'percentage': '8 - 10.5'}, {'element': 'Mn', 'percentage': '2\xa0max'}, {'element': 'P', 'percentage': '0.045\xa0max'}, {'element': 'S', 'percentage': '0.03\xa0max'}, {'element': 'Si', 'percentage': '1\xa0max'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-25-150%23-stainless-elbow-304-150-threaded/pid/8688
"1.25"" 150# Stainless Elbow 316-150 Threaded - ","
                        $26.27
                        ea.
                      ","Stainless Elbow 316 150-Threaded exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Nominal Pipe Size 1', 'specification': '1.25'}, {'name': 'Connection Type', 'specification': 'THREADED'}, {'name': 'Class', 'specification': '150'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-25-150%23-stainless-elbow-316-150-threaded/pid/8689
"1.25"" 3000# Stainless Elbow 304-3000 Socket Weld - ","
                        $101.70
                        ea.
                      ","Stainless Elbow 304 3000-Socket Weld offers a great mix of strength and corrosion resistance in most situations outside of marine environments. If your project is in a marine environment, choose 316 stainless. 304, the most popular stainless alloy in the world, maintains its properties in high temperature situations. It is typically used in aerospace, food and beverage industry, pressure containers, architectural designs and trim, cryogenic applications, and chemical processing equipment.",[],"[{'name': 'Nominal Pipe Size 1', 'specification': '1.25'}, {'name': 'Connection Type', 'specification': 'SOCKET WELD'}, {'name': 'Class', 'specification': '3000'}, {'name': 'Alloy', 'specification': '304'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '195\xa0max'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '55'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '35'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '92\xa0max'}, {'property': 'Melting Point\xa0°F', 'value': '2550 - 2651'}, {'property': 'Shear Strength\xa0KSI', 'value': '56'}, {'property': 'Machinability\xa0%', 'value': '40'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '85'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08\xa0max'}, {'element': 'Cr', 'percentage': '20'}, {'element': 'Fe', 'percentage': '66.34 - 74'}, {'element': 'Ni', 'percentage': '8 - 10.5'}, {'element': 'Mn', 'percentage': '2\xa0max'}, {'element': 'P', 'percentage': '0.045\xa0max'}, {'element': 'S', 'percentage': '0.03\xa0max'}, {'element': 'Si', 'percentage': '1\xa0max'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-25-3000%23-stainless-elbow-304-3000-socket-weld/pid/8690
"1.25"" 3000# Stainless Elbow 304-3000 Threaded - ","
                        $136.55
                        ea.
                      ","Stainless Elbow 304 3000-Threaded offers a great mix of strength and corrosion resistance in most situations outside of marine environments. If your project is in a marine environment, choose 316 stainless. 304, the most popular stainless alloy in the world, maintains its properties in high temperature situations. It is typically used in aerospace, food and beverage industry, pressure containers, architectural designs and trim, cryogenic applications, and chemical processing equipment.",[],"[{'name': 'Nominal Pipe Size 1', 'specification': '1.25'}, {'name': 'Connection Type', 'specification': 'THREADED'}, {'name': 'Class', 'specification': '3000'}, {'name': 'Alloy', 'specification': '304'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '195\xa0max'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '55'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '35'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '92\xa0max'}, {'property': 'Melting Point\xa0°F', 'value': '2550 - 2651'}, {'property': 'Shear Strength\xa0KSI', 'value': '56'}, {'property': 'Machinability\xa0%', 'value': '40'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '85'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08\xa0max'}, {'element': 'Cr', 'percentage': '20'}, {'element': 'Fe', 'percentage': '66.34 - 74'}, {'element': 'Ni', 'percentage': '8 - 10.5'}, {'element': 'Mn', 'percentage': '2\xa0max'}, {'element': 'P', 'percentage': '0.045\xa0max'}, {'element': 'S', 'percentage': '0.03\xa0max'}, {'element': 'Si', 'percentage': '1\xa0max'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-25-3000%23-stainless-elbow-304-3000-threaded/pid/8692
"1.25"" 3000# Stainless Elbow 316-3000 Socket Weld - ","
                        $119.30
                        ea.
                      ","Stainless Elbow 316 3000-Socket Weld exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Nominal Pipe Size 1', 'specification': '1.25'}, {'name': 'Connection Type', 'specification': 'SOCKET WELD'}, {'name': 'Class', 'specification': '3000'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-25-3000%23-stainless-elbow-316-3000-socket-weld/pid/8691
"1.25"" 3000# Stainless Elbow 316-3000 Threaded - ","
                        $173.08
                        ea.
                      ","Stainless Elbow 316 3000-Threaded exhibits high strength and excellent corrosion resistance including in marine environments. 316 is slightly stronger than 304 stainless and is rated as a marine metal. 316 maintains its properties in cryogenic or high temperatures. It is typically used in oil and petroleum equipment, aerospace, food processing, pulp and paper processing equipment, textiles, architectural, and marine equipment.",[],"[{'name': 'Nominal Pipe Size 1', 'specification': '1.25'}, {'name': 'Connection Type', 'specification': 'THREADED'}, {'name': 'Class', 'specification': '3000'}, {'name': 'Alloy', 'specification': '316'}, {'name': 'Shape Type', 'specification': 'Elbow'}, {'name': 'Eniteo Vendor ID', 'specification': '3116'}, {'name': 'MTR Availability', 'specification': 'No'}, {'name': 'Material', 'specification': 'Stainless Steel'}, {'name': 'Shape', 'specification': 'Fittings'}, {'name': 'Custom Cut Warehouse', 'specification': '0'}]","[{'property': 'Property', 'value': 'Value'}, {'property': 'Yield Tensile Strength\xa0KSI', 'value': '37'}, {'property': 'Ultimate Tensile Strength\xa0KSI', 'value': '82'}, {'property': 'Rockwell Hardness\xa0B Scale', 'value': '95'}, {'property': 'Elongation\xa0% in 2 in.', 'value': '52'}, {'property': 'Density\xa0g/cm^3', 'value': '8'}, {'property': 'Brinell Hardness\xa03000 kg load', 'value': '210'}, {'property': 'Melting Point\xa0°F', 'value': '2500 - 2550'}, {'property': 'Shear Strength\xa0KSI', 'value': '58'}, {'property': 'Machinability\xa0%', 'value': '36'}, {'property': 'Electrical Conductivity\xa0% IACS', 'value': '2'}]","[{'element': 'Element', 'percentage': 'Percentage'}, {'element': 'C', 'percentage': '0.08'}, {'element': 'Cr', 'percentage': '18\xa0max'}, {'element': 'Mn', 'percentage': '2'}, {'element': 'Fe', 'percentage': '82'}, {'element': 'Mo', 'percentage': '3\xa0max'}, {'element': 'Ni', 'percentage': '14\xa0max'}, {'element': 'P', 'percentage': '0.045'}, {'element': 'S', 'percentage': '0.03'}, {'element': 'Si', 'percentage': '1'}]",1.0 pounds,https://www.onlinemetals.com/en/buy/stainless-steel/1-25-3000%23-stainless-elbow-316-3000-threaded/pid/8693
,,,[],[],[],[],,https://www.onlinemetals.com/en/buy/carbon-steel/1-25-carbon-steel-45%c2%b0-elbow-schedule-160/pid/mp-00028830
